"","symbol","C51","C84","C83","C91","C34","C89","NC1","NC5","NC9","NC11","NC23","NC24"
"4273","DERL3",49.27,13.17,77.46,21.95,58.33,4.56,23.94,79.79,26.6,16.36,46.37,40.85
"4274","DERPC",1157.84,856.22,615.91,1694.49,636.47,490.03,1968.23,1514.96,1445.55,1879.65,1618.6,1105.96
"4275","DES",18,2,12,30,19,4,42,108,16,56,36,61
"4276","DESI1",1193.49,874.89,940.44,924.58,728.92,577.22,852.38,910.42,1097.72,1314.18,1171.97,947.05
"4277","DESI2",1078,647,522,607,637,472,334,411,682,726,322,611
"4278","DET1",111,50,49,60,50,50,77,33,129,89,36,61
"4279","DEUP1",0,0,0,0,0,0,0,0,0,0,0,0
"4280","DEXI",192.55,153.98,180.48,346.33,87.85,26.96,319.49,229.47,288.18,224.17,357.35,194.76
"4281","DFFA",666.33,376.87,451.21,597.2,459.93,356.91,429.07,374.7,758.71,544.28,382.24,576.82
"4282","DFFB",292.28,251.54,257.45,321.68,222.58,197.14,311.31,161.41,416.06,314.81,198.68,393.87
"4283","DGAT1",1266.38,1159.24,896.83,1259.59,696,703.98,1674.15,1497,1054.57,1547.87,2666.81,1504.74
"4284","DGAT2",10703,9273,3533,8945,5905,8660,8660,14349,5182,10398,11116,8196
"4285","DGAT2L6",0,0,0,0,0,0,0,1,0,0,0,0
"4286","DGCR2",2976,2794,1947,2663,1492,1562,2629,2594,2408,3483,4276,3014
"4287","DGCR6",11.33,24.23,0,32.1,17.28,0,0,0,0,66.76,0,0
"4288","DGCR6L",409.67,395.77,303.88,626.9,99.72,109.8,1131.64,665.84,651.77,624.21,1374.53,611.74
"4289","DGCR8",563,316,441,559,325,289,501,272,764,586,370,603
"4290","DGKA",2079,2161,1464,3950,2101,1437,4007,1370.69,6748,2836,2530.59,4033.52
"4291","DGKB",5.61,3.45,12.18,2.05,10.4,3.57,8.08,8.25,5.89,1.06,6.77,5.19
"4292","DGKD",2890,1977,2356,2033,1899,2016,1517,1517,2926,3008,2188,2623
"4293","DGKE",138.31,106.96,167.28,309.6,220.85,171.37,293.23,120.63,441.41,186.04,118.93,303.95
"4294","DGKG",446,122,156,148,233,254,83,85,173,287,84,176
"4295","DGKH",175.14,77.86,157.88,135.62,205,239.33,100.73,86.71,224.78,98.58,41.86,121.95
"4296","DGKI",5,2,2,1,1,2,3,1,7,2,2,0
"4297","DGKK",29,5,40,15,7,3,12,3,25,10,1,2
"4298","DGKQ",285,251,808,389,143,279,595,491,582,925,1396,780
"4299","DGKZ",2719,2081,2062,2429,1447,1369,2527,1819,3114,2887,4846,3175
"4300","DGLUCY",2968,1288,2969.37,2462.02,2828,3131,1458,1636,2927,2789,2888.97,4339
"4301","DGUOK",1146,1122,959,1310,583,435,1634,1634,1146,1313,1627,1036
"4302","DHCR24",626,246,455,135,327,62,152,261,301,352,132,130
"4303","DHCR7",163,97,99,120,81,39,82,87,137,98,75,77
"4304","DHDDS",623,440.92,433,447.03,313.01,308.8,438,541,595,572,548,567
"4305","DHDH",2,0,8,6,5,6,8,10,12,4,5,5
"4306","DHFR",877.37,750.64,593.81,377.38,715.22,238.08,212,266.53,668.9,450.33,439.32,411.24
"4307","DHFR2",203.07,167.8,157.54,170,166.59,90.02,70,116.67,246.34,192.46,57.25,141.12
"4308","DHH",0,0,1.01,1,0.94,0,1,0,3.02,0.98,3,0.68
"4309","DHODH",99.02,75.37,67.55,160.75,82.97,62.99,156.92,112.26,239.73,124.05,125.36,167.34
"4310","DHPS",896.62,631.6,712.54,1086.74,507,410.82,1049.88,660.58,1120.81,1097,897.09,998.73
"4311","DHRS1",396,491,393,404,217,183,597,536,530,536,689,383
"4312","DHRS11",40,15,23,50,28,11,67,27,58,51,49,48
"4313","DHRS12",524.73,1070.27,625.25,567.15,395.24,535.42,615.56,935.98,919.28,963.04,1069.22,781.53
"4314","DHRS13",1097,1648,1292,1367,700,924,2097,2223,1140,1663,2141,1044
"4315","DHRS2",2,0,1,1,1,2.99,0,0,1,0,0,0
"4316","DHRS3",163,73,193,496,70,64,710,311.01,402,229,270.04,286.9
"4317","DHRS4",695.76,459.71,425.28,486.96,322.02,177.4,1213.13,497.91,535.52,781.33,791.62,816.9
"4318","DHRS4L1",14.97,6.06,10.38,10.18,3.24,8.57,6.58,5.74,8.36,15.68,12.25,10.26
"4319","DHRS4L2",677.26,356.23,394.33,418.86,236.74,146.03,1084.28,676.36,337.12,631.99,793.13,618.84
"4320","DHRS7",4751.59,4141.48,2204.36,4132.51,2922.56,3219.84,2689.49,3881.2,2890.37,4381.46,3705.95,4278.94
"4321","DHRS7B",542,363,315,272,217,206,353,468,295,533,635,332
"4322","DHRS7C",0,0,0,0,0,0,0,0,0,0,0,1
"4323","DHRS9",2346,4587,2418,1203,1754,431,443,2438,1286,2217,1122,963
"4324","DHRSX",465,336,342,304,202,300,345,534,426,497,565,515
"4325","DHTKD1",896.73,533.7,441.79,573.23,789.78,972.18,363.24,414.06,683.43,1000.29,477.79,676.62
"4326","DHX15",2382,1575,1426,1667,1935,1369,972,880,2138,1989,945,1654
"4327","DHX16",1488,1247,1062.69,1415,1065,969,1245,894,1786,1624,1177,1613
"4328","DHX29",692,459,439,416,573,425,343,284,695,531,293,470
"4329","DHX30",729,525,551,722,377,266,543,407,1140,842,690,818
"4330","DHX32",288.78,145.69,195.95,229.67,200.17,123.83,172.75,116.27,334.84,341.21,148.83,203.77
"4331","DHX33",316.38,154.86,238.56,204.89,220.17,208.85,147.93,123.24,299.61,206.27,136.63,244.82
"4332","DHX34",1826,1109,1372,1667,1357,1853,1488,2044,1611,2196,3925,2033
"4333","DHX35",332,182,204,255,175,127,196,104,432,293,198,233
"4334","DHX36",966.03,698,749,626,768.42,485,278,505,1017,860,414,666.24
"4335","DHX37",153,146,191,202,109,103,260,144,346,308,452,252
"4336","DHX38",1784,1057,1052,1225,1011,885,1104,972,1831,1627,1624,1544
"4337","DHX40",1520,880,665,827,1205,961,528,557,1222,1092,600,972
"4338","DHX57",570,290,430,324,383,292,368,226,576,623,356,455
"4339","DHX58",418,549,2307,528,353,309,599,735,1472,1013,1592,537
"4340","DHX8",2719,1469,1369,1409,1664,1609,1212,1457,2011,2171,1426,1783
"4341","DHX9",3993,2676,3100,3653,3410,2844,2227,2035,5150,4121,2157,4291
"4342","DIABLO",803.5,668.22,708.15,925.61,516.91,328.41,899.67,668.73,879.34,1025.64,879.01,848.56
"4343","DIAPH1",11271,6508,6019,5818,6160,5456,5586,6469,8110,9392,6242,6802
"4344","DIAPH2",908,644,456,271.07,384,311,254,492,438,608,385,422
"4345","DIAPH3",27,15,6,2,14,4,0,1,2,4,1,2
"4346","DICER1",3983.39,2421,1935.23,1874,6562.04,8986.75,965.33,1121.38,2283.04,2879,1353.82,2860.01
"4347","DIDO1",1652,1249,1060,1762,1383,1232,1228,954,2641,1875,1043,1804
"4348","DIMT1",322.2,205.93,166.38,357.71,254.82,214.23,120.2,72.57,538.12,326.56,165.56,296.5
"4349","DIO1",1,0,2,1,1,1,0,0,4,2,5,3
"4350","DIO2",2.99,0,0,0,1,0,0,0,0,0,1,0
"4351","DIO3",0,0,0,0,0,0,2,0,1,0,0,0
"4352","DIP2A",1303.69,689.59,1213.17,1222.95,1310.94,1386.45,589.41,557.42,1186.46,951.69,553.17,1008.06
"4353","DIP2B",2546,1499,1854,1339,2917,1551,665,1078,1881,2251,1000,1993
"4354","DIP2C",39,22,19,28,37,10,50,17,130,32,36,73
"4355","DIPK1A",193,90,185,260,210,54,115,93,400,133,62,196
"4356","DIPK1B",119,37,24,63,63,21,83,84,61,49,80,63
"4357","DIPK1C",0,0,0,0,0,0,0,0,0,0,0,1
"4358","DIPK2A",797,591,427,504,603,439,267,363,518,777,330,571
"4359","DIPK2B",15.38,4.58,9.95,10.23,10.59,17.78,22.11,19.86,7.92,12.98,6.25,13.18
"4360","DIRAS1",24,13,6,18,15,22,23,5,16,33,19,23
"4361","DIRAS2",0,0,0,0,0,1,1,0,2,1,0,0
"4362","DIRAS3",2,3,2,1,2,0,0,0,0,0,0,0
"4363","DIS3",1131.15,797.93,707.86,845.74,1068.71,752.18,672.02,657.62,1437.01,1097.6,559.73,1027.17
"4364","DIS3L",517.08,224.53,303.32,385.35,372.59,241.47,224,159.47,670.09,353.61,160.23,448.93
"4365","DIS3L2",243,157,197,240,167,118,241,152,454,279,228,328
"4366","DISC1",944.95,680,839.08,434,376.47,737.16,304,526.3,594.01,921.83,464.47,376
"4367","DISP1",51,20,53,50,29,20,28,22,52,40,29,49
"4368","DISP2",27.89,18.12,21.11,20.81,23.07,42.94,52.84,60.46,33.77,33.13,38.59,43.39
"4369","DISP3",0,1,0,4,3,0,4,1,4,3,2,2
"4370","DIXDC1",20,35,10,33.05,27.19,38.56,10,4.01,58,35.04,11,12.63
"4371","DKC1",1001,557,566,1098,657,472,777,465,1317,879,560,993
"4372","DKK1",1,0,0,0,0,0,0,0,0,2,0,0
"4373","DKK2",4,0,1,1,2,0,1,0,2,0,1,6
"4374","DKK3",4,4,1,29,1,2,10,2,29,17,9,30
"4375","DKK4",0,0,0,0,0,1,0,0,0,0,0,0
"4376","DKKL1",0,0,0,0,0,0,1,0,2,0,0,2
"4377","DLAT",381,242,245.96,267,307,178,161,174.93,506,357,208.79,282.97
"4378","DLC1",36,50,6,5,17,10,15,47,25,30,4,11
"4379","DLD",2074,1419,1327,1202,1323,886,899,1536,1681,1973,1228,1416
"4380","DLEC1",120.85,72.88,73.58,148.97,148.28,152.26,104.67,61.54,167.91,139.61,182.24,180.49
"4381","DLEU7",86,52,22,44,25,66,32,32,64,56,33,88
"4382","DLG1",602,397,452,510,688,424,219,194,907,597,192,540
"4383","DLG2",5,5,4,11,3,9,0,2,14,4,3,11
"4384","DLG3",168,173,234,309,144,60,147,188,359,194,111,251
"4385","DLG4",418.53,172.6,328.77,229.49,301.12,234.49,267.68,229.85,284.08,330.25,286.18,325.09
"4386","DLG5",164,34,109,90,98,71,41,48,118,95,9,74
"4387","DLGAP1",1,2,2,1,2,3,1,0,4,2,4,0
"4388","DLGAP2",0,0,1,0,0,0,2,0,0,0,0,0
"4389","DLGAP3",71,3,9,14,6,7,16,9.05,10,12,20,29
"4390","DLGAP4",889,523,738,535,468,438,595,833,972,888,1105,786
"4391","DLGAP5",114,125,73,12,78,20,7,22,25,22,14,17
"4392","DLK1",0,0,3,2,1,1,0,1,2,0,0,0
"4393","DLK2",15.72,17.07,10.04,13.69,10,6.09,11.44,11.24,13.21,21.02,13.28,19.34
"4394","DLL1",2,1,6,64,1,1,6,4,17,12,12,15
"4395","DLL3",0,2,0,6,0,0,1,0,0,2,0,1
"4396","DLL4",11,5,4,3,1,5,5,1,1,0,8,2
"4397","DLST",2578,1678,1352,1996,1541,1394,1526,1333,2601,2190,1516,2211
"4398","DLX1",0,2,0,0,0,0,1,0,0,2,0,0
"4399","DLX2",0,0,0,0,0,0,0,0,1,0,1,1
"4400","DLX3",0,0,0,1,0,0,4,0,1,0,2,0
"4401","DLX4",13,8,9,6,6,6,8,10,7,9,7,7
"4402","DLX5",0,0,0,0,0,0,0,0,0,0,0,0
"4403","DLX6",1,3,0,0,0,0,2,0,0,0,0,0
"4404","DMAC1",364,332,291,710,219,140,722,411,715,515,568,561
"4405","DMAC2",538,523,461,477,308,220,414,308.97,470,591,627,574
"4406","DMAC2L",270.32,218.47,158.38,185.79,139.22,167.4,245.14,180.83,335.45,293.7,258.18,249.24
"4407","DMAP1",493,349,415,646,271,197,995,673,716,585,891,601
"4408","DMBT1",0,0,0,0,0,0,0,0,0,0,0,0
"4409","DMBX1",0.83,0,1.19,2.16,1.04,5.63,10.18,2.36,1.66,1.01,3.56,4.26
"4410","DMC1",18.93,23.48,15.46,17.74,14.69,21.65,13.15,23.36,15.81,11.29,18.28,16.76
"4411","DMD",4,6,0,4,3,3,0,0,15,3,4,2
"4412","DMGDH",1,0,1,0,2,1,0,0,1,0,1,0
"4413","DMKN",9,1,5,19,1,4,5,16,43,4,7,4
"4414","DMP1",0,0,0,0,0,0,0,0,0,0,0,0
"4415","DMPK",225,134,165.95,165.97,59,38,125,109,238,147,269,127
"4416","DMRT1",0,0,0,0,0,0,0,0,0,0,0,0
"4417","DMRT2",0,1,1,0,0,0,0,0,0,0,0,0
"4418","DMRT3",0,0,0,0,0,0,0,0,0,0,0,0
"4419","DMRTA1",0,0,0,0,0,0,0,0,0,1,2,0
"4420","DMRTA2",0,0,0,0,0,0,0,0,0,0,0,0
"4421","DMRTB1",0,0,0,0,0,0,0,0,0,0,0,0
"4422","DMRTC1",7,4,0,9.82,6,2,27,4,3.19,4,16,9
"4423","DMRTC1B",0,0,0,2.18,0,0,0,0,22.81,0,0,0
"4424","DMRTC2",27,7,10,16,8,11,19,13,4,3,7,6
"4425","DMTF1",1537.73,1170.37,1305.01,1080.01,1559.35,1531.84,627.61,657.56,2059.9,1514.03,737.03,1513.75
"4426","DMTN",1465,436,885,1130,2141,1995,1412,773,1673,1355,628,536
"4427","DMWD",190,53,112,86,41,40,100,87,117,152,170.02,114
"4428","DMXL1",842.2,466,470,371,916.13,859.04,256,280,966,646,339.03,646
"4429","DMXL2",3891,3657,3134,1316,6101,6137,1393,1643,3099,4783,2676,2163
"4430","DNA2",89,96,67,75,109,78,30,25,84,39,33,77
"4431","DNAAF1",0,2,31,1,0,0,1,14,6,0,4.03,0
"4432","DNAAF2",139,77,110,247,129,90,114,68,205,151,114,199
"4433","DNAAF3",16,4,0,7,3,2,1,0,0,0,1,1
"4434","DNAAF4",88.05,56.7,66.86,87.88,54.96,47.71,131.83,142.53,56.86,68.26,140.48,87.12
"4435","DNAAF5",116,88,91,153,69,26,171,91,157,137,117,145
"4436","DNAAF6",2.51,0,0,0,0,1.06,0,1.53,0,0,2.1,0
"4437","DNAH1",931,503,544,523,552,883,495,351,1134,593,516,853
"4438","DNAH10",174,27,42.01,11,22,21,3,14,16,11,10,12
"4439","DNAH11",1.09,0,6.48,0,0,0,0,0,1.06,0,1.11,1.07
"4440","DNAH12",6,1,2,2,1,6,2,7,1,4,0,1
"4441","DNAH14",0,1,1,0,0,1.06,0,0,3.99,3,1,2
"4442","DNAH17",145.07,288.14,130.19,155.11,93,169.11,77.02,106.05,98.05,207.06,127.07,131.04
"4443","DNAH2",25,0,6.26,4,2,8.97,9.01,6.55,5.01,6,11.03,2.36
"4444","DNAH3",1,0,0,0,0,0,0,1,0,0,0,0
"4445","DNAH5",0,0,0,0,0,0,0,0,0,0,0,0
"4446","DNAH6",5,2,13,22,24,6,47,0,68,12,6,29
"4447","DNAH7",10,3,6,4,26,6,6,3,10,10,7,2
"4448","DNAH8",6,5,3,10,11,1,11,8,19,7,3,6
"4449","DNAH9",0,0,0,0,0,0,0,0,0,0,0,0
"4450","DNAI1",0,0,0,0,0,0,1,0,0,0,1,0
"4451","DNAI2",1,13,8,24,4,4,10,15,22,15,7,11
"4452","DNAI3",1,7,7,6,11,2,2,0,4,8,1,2
"4453","DNAI4",7,9,15,6,9,3,10,6,6,11,20,7
"4454","DNAJA1",4999,5137,5860,5178,5188,4947,3354,3840,5991,7617,4695,5776
"4455","DNAJA2",2011,1842,1317,1691,1380,1289,1124,1425,1964,1976,1243,1663
"4456","DNAJA3",431,316,397,669,355,223,436,200,890,518,420,592
"4457","DNAJA4",149,150,245,323,232,139,245,92,489,247,112,247
"4458","DNAJB1",2548,1584,1421,3089,2394,1790,2444,1908,3074,2496,2248,3560
"4459","DNAJB11",1287,765,1153,827,848,550,849,918,975,1061,692,1223
"4460","DNAJB12",1563,1214,811,1070,956,844,1348,949,1066,1527,1651,1596
"4461","DNAJB13",2,1,2,1,3,0,0,1,9,0,0,5
"4462","DNAJB14",1322,1076,941,1126,1612.25,1380,412,503,1464,1364,521,1030
"4463","DNAJB2",1238,855,850,1629,840,566,2129,1696,1572,1603,2042,1302
"4464","DNAJB3",0,0,0,0,0,0,0,0,0,0,0,0
"4465","DNAJB4",73,52,126,126,113,45,28,56.19,170.23,91,37,65
"4466","DNAJB5",70,44,66,261,202,83,134,54.11,92.03,125,61,138
"4467","DNAJB6",3506,2700,2126,3437,3555,2646,2217,2291,2938,3136,1926,3590
"4468","DNAJB7",0,0,1.06,1.03,2.18,2.25,2.15,0.29,5.2,0,2.13,5.59
"4469","DNAJB8",0,0,0,0,0,0,0,0,0,0,0,0
"4470","DNAJB9",598,341,393,626,449,422,287,208,482,463,248,645
"4471","DNAJC1",814,533,669,501,464,223,403,737,558,832,875,570
"4472","DNAJC10",1994.27,1126.98,1071.58,1231.24,1680,1295.95,903.17,668.44,2607.98,1873.89,764.06,1909.49
"4473","DNAJC11",468.21,257,367.75,369.16,268.79,203.31,264.58,253.43,653.4,479.14,482.88,506.27
"4474","DNAJC12",6,3,3,7,1,0,2,1,8,3,1,3
"4475","DNAJC13",2831,1609,2778,874,2091,2099,611,1070,2046,1869,1034,1380
"4476","DNAJC14",1084.33,733.54,707.17,783.42,998.35,757.45,232.42,311.6,1153.21,1105.03,349.7,788.22
"4477","DNAJC15",1177,803,933,682,417,381,546,703,1014,437,554,502
"4478","DNAJC16",349.65,193.56,197.15,245.1,312.75,138.95,224.29,189.97,446.44,327.1,179.04,271.52
"4479","DNAJC17",472.02,367.32,326.39,386.69,192.39,120.76,569.9,624.88,433.83,501.96,611.92,371.58
"4480","DNAJC18",63.02,53.11,69.45,83.06,83.28,37.8,46.88,33.47,91.34,50.16,30.72,99.68
"4481","DNAJC19",299,239,290.01,391,184,109,318,199,424,351,276.04,364
"4482","DNAJC2",509.44,320.52,342.82,408.06,372.31,247.7,385.24,269.73,727.14,590.9,297.75,598.48
"4483","DNAJC21",781.98,416.54,446.13,608.56,436.57,372.41,437.9,307.69,830.25,749.34,395.41,706.24
"4484","DNAJC22",21.17,9.07,12.03,15.28,14.4,15.3,7.01,18.29,15.73,6.13,10.34,19.03
"4485","DNAJC24",187.6,139.63,150.27,257.53,187.33,103.26,128.75,80.06,388.16,208.82,121.47,235.68
"4486","DNAJC25",153,90,103,170,112,86,102,86,151,156,120,151
"4487","DNAJC25-GNG10",0,0,0,0,0,0,0,7.32,0,0,0,0
"4488","DNAJC27",119,98.97,85.68,88,112,83,69,48,146,80,61.95,86
"4489","DNAJC28",8,16,24,16,10,4,10,5,9,12,13,15
"4490","DNAJC3",3792.87,3292.8,2083.4,2851.57,3283.1,2729.25,1955.83,2319.91,2458.41,4390.33,2107.45,2744.26
"4491","DNAJC30",110.14,66.82,66.57,139.18,59.03,27.05,164.11,84.56,148.06,141,127.08,151.22
"4492","DNAJC4",738,542,596,587,275,267,932,1129,691,724,1283,859
"4493","DNAJC5",3957,3796,2704,2882,2727,2286,2651,2867,2651,4236,3764,3271
"4494","DNAJC5B",8,6,12,7,8,8,8,2,2,5,9,5
"4495","DNAJC5G",0,0,0,0,0,0,0,0,0,0,0,0
"4496","DNAJC6",11,6,15,23,19.01,20,5,6,11,13,0,5
"4497","DNAJC7",3474.28,2126.75,2100.89,1979.18,1507.58,1026.49,2545.61,2655,2224.29,2853.45,2318.04,2480.62
"4498","DNAJC8",3197,2287,2239,2669,1823,1299,2977,2877,3436,3418,2708,3250
"4499","DNAJC9",578.57,508.22,380.44,650.38,331.44,184.2,481.06,259.85,720.28,390.69,279.47,523.01
"4500","DNAL1",347.2,123.19,153.62,179.76,182.58,147.93,199.35,175.73,265.27,175.51,158.03,179.24
"4501","DNAL4",330,257,258,375,193,135,246,188,296,416,380,258
"4502","DNALI1",0,1,1,2,0,0,1,0,3,0,1,0
"4503","DNASE1",94.16,81.18,157.45,103.84,94.48,75.4,135.21,152.1,108.6,108.22,162.76,121.01
"4504","DNASE1L1",1416.55,1130.84,961.32,538.91,561.5,559.04,502.18,603.54,824.49,1288.63,886.39,960.78
"4505","DNASE1L2",10,6,13,16,2,4,9,17,3,8,49,15
"4506","DNASE1L3",9,3,6,27,5,5,25,8,19,48,9,107
"4507","DNASE2",1649.63,1724.56,1525.5,1286.54,448.97,909.74,1277.13,707.57,1155.3,1630.3,1173.92,1192.85
"4508","DNASE2B",0,0,1,0,0,0,0,0,0,0,0,0
"4509","DND1",129.94,90.75,139.29,114.94,82.96,177.6,148.8,79.19,144.47,171.01,229.61,174.21
"4510","DNER",6,2,0,1,2,0,4,2,1,1,0,1
"4511","DNHD1",270,97,239,228,220,243,240,113,501,186,275,322
"4512","DNLZ",88.51,42,50,80,60,11,142,167,95,65,179.88,88
"4513","DNM1",82,11,26,22,16,12,26,20,29,38,11,31
"4514","DNM1L",995.58,533.56,677.66,583.73,764.34,529.28,450.49,507.95,909.08,894.38,482.77,735.82
"4515","DNM2",4409,3415,2785,2936,3069,3621,2183,2659,4108,5110,4672,4549
"4516","DNM3",271,58,98,168,111,77,142,89,128,169,55,59
"4517","DNMBP",371,101,123,193,190,210.01,235,210,396,248,181.47,209
"4518","DNMT1",791,420,641,605,535,304,461,299,1321,706,587,813
"4519","DNMT3A",924.98,676.66,541.88,971.1,970.52,755.9,718.43,568.33,1274.52,884.86,808.69,1154.6
"4520","DNMT3B",34,7,12,17,9,6,13,2,16,15,4,14
"4521","DNMT3L",0,0,0,0,0,0,0,0,0,0,1,0
"4522","DNPEP",724.45,452.39,664.47,676.5,345.86,262.68,963.32,831.88,936.82,1247.12,1264.61,909.81
"4523","DNPH1",47,85,39,118,40,17,212,63,89,93,286,87
"4524","DNTT",0,1,1,3,8,0,3,0,5,5,2,2
"4525","DNTTIP1",2967,2451,1920,2088,1749,1880,2529,2881,1662,2802,3231,2757
"4526","DNTTIP2",1828.7,1023.15,1290.4,1272.91,1126.75,1069.34,1155.36,1615.18,1955.42,1501.42,1181.48,1900.52
"4527","DOC2A",5.63,4.64,2.32,2.31,0,0,8.97,1.3,2.26,3.31,3.46,16.98
"4528","DOC2B",332.93,56.94,61.62,34.02,28.11,27.5,5,9.92,25.44,71.38,2.38,7.17
"4529","DOCK1",15,5,30,2,22,4,3,8,21,29,18,17
"4530","DOCK10",1650,763,941,1314,1389,1026,610,533,3019,1556,583,1470
"4531","DOCK11",4968,3264,3119,2737,5024,5124,1456,2207,4384,4332,1998,3611
"4532","DOCK2",11274,6029,5311,4667,7209,6783,3393,4464,7422,9112,4480,7345
"4533","DOCK3",25,19,10,46,21,17,33,12,53,23,15,25
"4534","DOCK4",593,232,262,189,645,781,114,382,896,410,479,387
"4535","DOCK5",7219,3238,2772,3503,8909.13,9969.83,2743,3277,3651,4722,2626.01,5468
"4536","DOCK6",56,7,6,35,16,8,9,11,36,19,29,5
"4537","DOCK7",118,37,81,74,92,83,36,37,162,123,55,85
"4538","DOCK8",12367,5986,6579,5024,9439,10768,2291,3927,9168,9143,3130,7016
"4539","DOCK9",208,147,189,455,386,164,135,91,948,251,103,363
"4540","DOHH",24,36,31,38,6,6,69,44,37,49,124,43
"4541","DOK1",2408,2293,2079,1899,1005,1044,2294,2562,1520,3295,3800,1827
"4542","DOK2",3431,2087,2735,2464,1390,821,4653,3954,2411,4092,5098,3320
"4543","DOK3",10551,8007,5883,4870,4411,5582,6065,8893,4868,8826,9021,6405
"4544","DOK4",58.07,200.06,54.08,193.11,82.03,103,276.1,123.08,145,287.06,173,201.1
"4545","DOK5",0,0,0,0,0,0,0,1,0,1,0,0
"4546","DOK6",52.02,11,32.02,28,25,16.02,11,22.03,44,15,2,17
"4547","DOK7",1,0,2,9,2,0,12,6,2,2,13,11
"4548","DOLK",162,113,134,151,82,50,133,133,166,223,137,129
"4549","DOLPP1",210,135,157,209,103,46,219,144,227,251,176,180
"4550","DONSON",238.55,158.6,177.3,125.45,117.49,112.01,100.12,84.91,162.84,142.24,94.77,135.57
"4551","DOP1A",420.4,175.81,262.73,211.73,411.76,250.33,114.89,104.81,416.99,324.22,102.15,241.91
"4552","DOP1B",1171.2,351.11,390.44,337.92,530.15,548.57,204.01,217.65,576.6,536.33,312.25,593.03
"4553","DOT1L",308.88,196.13,281.94,278.74,126.14,135,263.36,208.85,267.57,320,435.33,338.75
"4554","DPAGT1",462,231,320,323,235,177,338,235,410,408,310,424
"4555","DPCD",167,69,52,71,64,54,114,132,77,124,115,75
"4556","DPEP1",0,0,0,0,0,0,0,0,0,0,0,1
"4557","DPEP2",8632.91,4356,2402.08,7462,4653.97,5664,7748,3674.96,3599,5540,5078,8540.96
"4558","DPEP2NB",0,0,2,1,0,4,0,0,0,0,1,0
"4559","DPEP3",495.09,320,102,656,195.03,384,470,190.04,208,231,302,415.04
"4560","DPF1",1,1,0,0,1,1,0,0,3,0,0,1
"4561","DPF2",2726,1712,1670,2021,1773,1792,1914,1561,2115,2415,1826,2557
"4562","DPF3",16,4,6,21,15,8,11,3,20,15,8,18
"4563","DPH1",239.92,140.94,184.76,305.44,140.84,84.01,204.13,247.74,487.03,270.3,325.09,324
"4564","DPH2",325,200,272,444,206,131,338,240,619,368,383,505
"4565","DPH3",1317.94,1424,1056,897,1128.02,1013,633,1023,852,1372,902,1257
"4566","DPH3P1",37.81,40.97,27.14,27.96,46.25,61.99,14.25,29.54,49.08,31.45,17.7,56.53
"4567","DPH5",398,391,306.05,784,343,193,534,233,920,507,381,739
"4568","DPH6",153,54,63,108,62,61,60,49,162,108,61,105
"4569","DPH7",652,480,545,994,384,342.9,1089,668,1064,702,889,978
"4570","DPM1",1032,977,721,1158,934,701,589,598,1221,1358,701,1066
"4571","DPM2",561,379,517,506,348,269,1051,1213,550,641,895,598
"4572","DPM3",76,86,73,102,20,8,152,133,86,95,335,105
"4573","DPP10",1,0,0,0,0,0,0,0,0,4,0,0
"4574","DPP3",540,586,496,367,267,193,359,321,531,642,602,355
"4575","DPP4",109,222,94,509,260,127,270,62,933,327,160,426
"4576","DPP6",0,0,0,0,0,0,0,0,0,0,0,0
"4577","DPP7",489,515,707,893,251,167,2183,1043,1148,1215,3039,1100
"4578","DPP8",1759.67,1071.65,904.14,933.55,1457.75,1538.39,516.96,571.24,1240.91,1196.67,518.95,1049.99
"4579","DPP9",712.44,522.59,661.86,524.91,454.05,443.74,523.18,458.27,772.95,765.47,710.27,825.76
"4580","DPPA2",0,2,1,2,0,1,3,1,0,2,1,0
"4581","DPPA3",0,0,1,0,0,0,0,0,2,2,0,2
"4582","DPPA4",18.52,2.25,6.32,35.1,9.62,2.01,1.01,1,17.18,17.02,6.04,21.9
"4583","DPPA5",1,0,0,0,0,0,0,0,0,0,0,0
"4584","DPRX",1,2,9,1,6,2,1,2,1,4,6,9
"4585","DPT",0,0,0,0,0,0,0,0,0,0,0,0
"4586","DPY19L1",532,215,399,312,421,355,149,231,297,432,124,300
"4587","DPY19L2",9,4,15,43,16,9,4,4,24,1,11,27
"4588","DPY19L3",822,1004,478,460,726,938,290,582,574,642,514,730
"4589","DPY19L4",226.6,97.04,117.61,227.35,158.56,128.04,80.34,43.82,332.59,190.54,85.2,174.42
"4590","DPY30",795.78,686,559,674,411.99,374.01,614,546,659.03,758.7,622,706
"4591","DPYD",4378,3235,2623,1481,3569.5,4172,682,2173,2489,4458,1517,2091
"4592","DPYS",10,1,4,5,8,1,0,3,0,0,1,0
"4593","DPYSL2",2639,1111,1527,822,805,709,1272.01,1147,1109,2355,1476,1277
"4594","DPYSL3",8,6,2,1,1,0,6,0,6,6,2,0
"4595","DPYSL4",1,2,0,0,3,0,17,6,17,2,37,13
"4596","DPYSL5",4.52,1,1.05,1.07,0,0,2.08,1.93,2.43,2.12,4.54,1.4
"4597","DQX1",3,3,8,3,3,2,4,5,3,4,6,1
"4598","DR1",3530.15,2445.87,2066.13,2498.89,2417.62,2187.66,1337.47,1675.52,2712.23,3314.85,1780.3,2453.23
"4599","DRAM1",1861,1545,1269,619,993.28,911.25,519,994,787,1495,1038,905
